nct_id,final_screening,decision_basis,adjudication_reason,brief_title,study_type,overall_status,start_date,study_first_post_date,registry_last_update_post_date,enrollment,lead_sponsor,interventions,countries,has_results,minimum_age,maximum_age,sex,conditions,flash_triage,flash_confidence,sol_audit
NCT02551367,exclude,recorded_adjudication,Human confirmation: the trial compares letrozole with clomiphene for ovulation induction in women with PCOS-related infertility; there is no TGD population or GAHT research component.,Letrozole Versus Clomiphene Citrate for Ovulation Induction in Women With Poly Cystic Ovary Syndrome ( PCOS ),INTERVENTIONAL,UNKNOWN,2015-10,2015-09-16,2015-09-16,110,mostafa gomaa hamid halawa,Letrozole; Clomiphene citrate; hcg hormone,,False,20 Years,35 Years,FEMALE,Anovulation; Polycystic Ovary Syndrome,obvious_exclude,high,agree_obvious_exclude
NCT02715232,include,recorded_adjudication,Human confirmation: explicit TGD population; brain serotonin outcomes are measured before and after testosterone/feminizing hormone treatment.,Effects of Sex Steroids on the Serotonin System,INTERVENTIONAL,UNKNOWN,2017-02-06,2016-03-22,2018-10-15,92,Medical University of Vienna,Testosterone; Lynestrenol; Cyproterone Acetate; Estradiol; Triptorelin acetate,Austria,False,18 Years,50 Years,ALL,Gender Dysphoria,likely_include,high,agree_likely_include
NCT02741154,exclude,recorded_adjudication,"Human confirmation: the trial evaluates letrozole, gonadotropins, GnRH antagonist, and hCG for ovarian stimulation in infertility/ICSI; no TGD population or GAHT research role is defined.",Role of Aromatase Inhibitor to Enhance Ovulation in Poor Responder During Induction With Short Antagonist Protocol in Cases of ICSI,INTERVENTIONAL,COMPLETED,2016-08-12,2016-04-18,2017-09-06,50,Minia University,induction with aromataze inhibitor; HMG; GnRh a; HCG,Egypt,False,18 Years,44 Years,FEMALE,Infertility Indicated for ICSI,obvious_exclude,high,agree_obvious_exclude
NCT02766764,exclude,validated_obvious_exclude_stratum,No individual adjudication recorded; retained as an obvious exclude after the predefined Sol audit and 25-study low-priority QC sample showed no obvious-exclude reversals.,Combined Dehydropeiandrosterone and Growth Hormone in Women With Expected Poor Ovarian Response Undergoing ICSI,INTERVENTIONAL,UNKNOWN,2016-06,2016-05-10,2018-01-03,230,Cairo University,DHEA; Growth hormone; Placebo 1; Placebo 2,Egypt,False,20 Years,43 Years,FEMALE,Subfertility,obvious_exclude,high,
NCT02766803,exclude,recorded_adjudication,"Human confirmation: the study evaluates simvastatin and resveratrol effects on androgen and metabolic measures in women with PCOS; endogenous testosterone is an outcome, not GAHT, and no TGD population is defined.",Effects of Simvastatin and Micronized Trans-resveratrol Treatment on Polycystic Ovary Syndrome (PCOS) Patients,INTERVENTIONAL,UNKNOWN,2016-05,2016-05-10,2016-09-08,60,Poznan University of Medical Sciences,Simvastatin and micronized trans-resveratrol,Poland,False,18 Years,45 Years,FEMALE,"PCOS, Insulin Resistance",obvious_exclude,high,agree_obvious_exclude
NCT02936258,exclude,validated_obvious_exclude_stratum,No individual adjudication recorded; retained as an obvious exclude after the predefined Sol audit and 25-study low-priority QC sample showed no obvious-exclude reversals.,PRostate Evaluation for Clinically Important Disease: MRI vs Standard Evaluation Procedures,INTERVENTIONAL,UNKNOWN,2016-11,2016-10-18,2018-02-22,450,Canadian Urology Research Consortium,Standard of Care; MRI; MRI Targeted Biopsy,Canada,False,18 Years,,MALE,Prostate Cancer,obvious_exclude,high,
NCT02936505,exclude,validated_obvious_exclude_stratum,No individual adjudication recorded; retained as an obvious exclude after the predefined Sol audit and 25-study low-priority QC sample showed no obvious-exclude reversals.,Clinical Study Evaluating Two Treatment Protocols for Immunosuppressive Drugs. Looking at 3-year Incidence of CLAD.,INTERVENTIONAL,ACTIVE_NOT_RECRUITING,2016-10-12,2016-10-18,2023-04-26,249,Vastra Gotaland Region,Cyclosporine; Mycophenolate mofetil (MMF); Rabbit Anti thymocyte globulin; Corticosteroids; Tacrolimus,Denmark; Finland; Norway; Sweden,False,18 Years,70 Years,ALL,Lung Transplantation; Allografts,obvious_exclude,high,
NCT02983110,include,recorded_adjudication,Human confirmation: explicit transgender population; sex-hormone therapy is an explicit pharmacologic exposure and hormone concentrations are measured.,Sex Hormone Therapy and Mucosal Tissues,OBSERVATIONAL,COMPLETED,2016-11,2016-12-06,2018-12-06,12,"University of North Carolina, Chapel Hill",Anoscopy with Rectal Tissue Sampling; Phlebotomy; Female Genital Tract Sampling,United States,False,18 Years,65 Years,ALL,Hiv,likely_include,high,agree_likely_include
NCT02985996,exclude,recorded_adjudication,"Human confirmation: PrEP pharmacokinetic study; transgender women are required not to use hormones during participation, so GAHT is not studied.",Body Compartment PK for New HIV Pre-exposure Prophylaxis Modalities,INTERVENTIONAL,COMPLETED,2017-02-06,2016-12-07,2019-09-17,48,Emory University,Truvada; Genvoya,United States,True,18 Years,49 Years,MALE,HIV Infections,human_review,medium,likely_exclude
NCT03060785,include,recorded_adjudication,Human confirmation: explicit transgender population; PrEP pharmacokinetics are compared by feminizing-hormone exposure.,Finding the Right Tenofovir/Emtricitabine Regimen for Pre-Exposure Prophylaxis (PrEP) in Transgender Women,INTERVENTIONAL,COMPLETED,2016-03-08,2017-02-23,2018-07-18,16,Johns Hopkins University,Tenofovir Disoproxil Fumarate/Emtricitabine,United States,False,18 Years,65 Years,ALL,HIV Prevention,human_review,medium,likely_include
NCT03078829,exclude,recorded_adjudication,"Human confirmation: study specifically evaluates GnRH agonist puberty suppression and QTc, without an explicit estradiol/testosterone GAHT research component.",The Relation of GnRH Treatment to QTc Interval in Transgender Females,OBSERVATIONAL,TERMINATED,2017-05-01,2017-03-13,2018-12-26,3,"University of California, San Francisco",Treatment with a GnRh agonists,United States,False,10 Years,,MALE,Gender Dysphoria,human_review,medium,likely_exclude
NCT03081559,exclude,recorded_adjudication,"Human confirmation: HIV-care engagement intervention; hormone concerns motivate the intervention but GAHT is not a registered intervention, exposure, comparison, monitoring target, or outcome.",Improving Engagement in HIV Care for High-risk Women,INTERVENTIONAL,COMPLETED,2016-11-09,2017-03-16,2020-11-16,278,"University of California, San Francisco",Healthy Divas,United States,False,18 Years,,MALE,"HIV/AIDS; Adherence, Medication",human_review,medium,likely_exclude
NCT03088631,exclude,validated_obvious_exclude_stratum,No individual adjudication recorded; retained as an obvious exclude after the predefined Sol audit and 25-study low-priority QC sample showed no obvious-exclude reversals.,Metformin in Intracytoplasmic Sperm Injection Cycles,INTERVENTIONAL,COMPLETED,2017-03-01,2017-03-23,2019-09-17,320,Assiut University,Metformin; Placebo,Egypt,False,18 Years,38 Years,FEMALE,Intracytoplasmatic Sperm Injection,obvious_exclude,high,
NCT03120936,include,recorded_adjudication,Human confirmation: explicit transgender population; registered outcomes directly assess effects of PrEP on hormone levels and hormone use on PrEP concentrations.,The Stay Study: A Demonstration Project Advancing PrEP Delivery in the San Francisco Bay Area Transgender Community,INTERVENTIONAL,COMPLETED,2017-08-08,2017-04-19,2021-04-21,158,"Public Health Foundation Enterprises, Inc.",Emtricitabine / Tenofovir Disoproxil Oral Tablet; PrEP support,United States,False,18 Years,,ALL,Transgender Persons; Pre-Exposure Prophylaxis,human_review,medium,likely_include
NCT03191474,exclude,recorded_adjudication,Human confirmation: PrEP-linkage study; hormone access is a service/referral variable rather than a GAHT research target.,Linkage of Transgender Individuals to PrEP,INTERVENTIONAL,COMPLETED,2017-07-28,2017-06-19,2021-09-13,202,"University of California, San Diego",T-POWr Intervention,United States,False,18 Years,,ALL,HIV Seronegativity; Linkage,human_review,medium,likely_exclude
NCT03220152,include,recorded_adjudication,Human confirmation: explicit transgender population; FTC/TDF pharmacokinetics are compared between participants using and not using hormones.,Implementation of PrEP to HIV in Brazilian Transgender Women,INTERVENTIONAL,UNKNOWN,2017-07-10,2017-07-18,2018-07-31,120,Oswaldo Cruz Foundation,emtricitabine / tenofovir 200/300 mg,Brazil,False,18 Years,,MALE,"HIV, Prevention",human_review,medium,likely_include
NCT03230084,exclude,recorded_adjudication,"Human confirmation: the study evaluates a urinary progesterone-metabolite test to confirm ovulation in women; there is no TGD population and no GAHT intervention, exposure, comparison, or outcome.",Use of a Home-based PDG Urine Test to Confirm Ovulation,INTERVENTIONAL,COMPLETED,2017-08-23,2017-07-26,2018-03-20,25,Bruyère Health Research Institute.,Urine PDG test,Canada,False,18 Years,42 Years,FEMALE,"Infertility, Female",obvious_exclude,high,agree_obvious_exclude
NCT03259516,exclude,validated_obvious_exclude_stratum,No individual adjudication recorded; retained as an obvious exclude after the predefined Sol audit and 25-study low-priority QC sample showed no obvious-exclude reversals.,Nivolumab With Chemotherapy in Refractory MDS,INTERVENTIONAL,TERMINATED,2017-05-25,2017-08-23,2019-04-05,2,St. Petersburg State Pavlov Medical University,Nivolumab; Azacitidine; Fludarabine; Cyclophosphamide; Cytarabine; all trans retinoic acid; Sildenafil; Melphalan,Russia,False,18 Years,80 Years,ALL,Myelodysplastic Syndromes,obvious_exclude,high,
NCT03270969,include,recorded_adjudication,Human confirmation: explicit transgender women population; PrEP and feminizing hormone therapy interactions are directly evaluated.,A Pharmacokinetic Evaluation of Tenofovir/Emtricitabine as HIV Pre-Exposure Prophylaxis in Transgender Women,INTERVENTIONAL,COMPLETED,2018-01-05,2017-09-01,2023-09-15,15,University of Nebraska,Tenofovir Disoproxil Fumarate/Emtricitabine,United States,False,19 Years,,ALL,HIV Prevention,likely_include,high,agree_likely_include
NCT03293771,include,recorded_adjudication,Human confirmation: explicit TGD population; postoperative symptoms are explicitly analyzed in relation to hormone-therapy use.,Transgender Post-reassignment Urogynecologic Measures and Perceptions,OBSERVATIONAL,UNKNOWN,,,2019-04-23,200,,Focus group interviews; Questionnaire packet,,False,18 Years,,MALE,Gender Identity Disorder of Adult; Voiding Disorders; Sexual Dysfunction,human_review,medium,likely_include
NCT03395574,exclude,validated_obvious_exclude_stratum,No individual adjudication recorded; retained as an obvious exclude after the predefined Sol audit and 25-study low-priority QC sample showed no obvious-exclude reversals.,Effect of Terlipressin on Cerebral Oxygen Saturation During Liver Transplantation,INTERVENTIONAL,COMPLETED,2018-01-25,2018-01-10,2018-12-24,30,Kasr El Aini Hospital,Terlipressin; Normal saline,Egypt,False,18 Years,,ALL,Terlipressin Adverse Reaction; Liver Transplantation,obvious_exclude,high,
NCT03436992,exclude,validated_obvious_exclude_stratum,No individual adjudication recorded; retained as an obvious exclude after the predefined Sol audit and 25-study low-priority QC sample showed no obvious-exclude reversals.,Estrogen and Diabetes,INTERVENTIONAL,COMPLETED,2018-04-17,2018-02-19,2025-02-17,143,Augusta University,Antioxidant Cocktail; Resveratrol; Placebo,United States,True,18 Years,40 Years,ALL,"Diabetes Mellitus, Type 1",obvious_exclude,high,
NCT03445910,exclude,validated_obvious_exclude_stratum,No individual adjudication recorded; retained as an obvious exclude after the predefined Sol audit and 25-study low-priority QC sample showed no obvious-exclude reversals.,Intrauterine Injection of Human Chorionic Gonadotrophin and Pregnancy Rate in ICSI,INTERVENTIONAL,COMPLETED,2018-02-20,2018-02-26,2018-08-14,100,Ain Shams University,Human chorionic gonadotropin,Egypt,False,20 Years,35 Years,FEMALE,Repeated Implantation Failure,obvious_exclude,high,
NCT03457233,exclude,validated_obvious_exclude_stratum,No individual adjudication recorded; retained as an obvious exclude after the predefined Sol audit and 25-study low-priority QC sample showed no obvious-exclude reversals.,The Impact of Body Weight on Reproductive Outcomes in Poor Ovarian Responders in ICSI Cycles,INTERVENTIONAL,UNKNOWN,2015-01-03,2018-03-07,2018-03-07,185,Cairo University,Gonadotropins; GNRH antagonist; Human chorionic gonadotropin Chorimon; Natural progesterone,Egypt,False,20 Years,44 Years,FEMALE,Invitro Fertilization,obvious_exclude,high,
NCT03465852,include,recorded_adjudication,Human confirmation: explicit transgender population; medically supervised hormone-therapy uptake is an explicit intervention target/outcome.,HIV Prevention Among Latina Transgender Women Who Have Sex With Men: Evaluation of a Locally Developed Intervention,INTERVENTIONAL,COMPLETED,2019-07-15,2018-03-14,2023-02-28,144,Centers for Disease Control and Prevention,ChiCAS,United States,False,18 Years,,MALE,HIV Infections,human_review,medium,likely_include
NCT03476356,exclude,validated_obvious_exclude_stratum,No individual adjudication recorded; retained as an obvious exclude after the predefined Sol audit and 25-study low-priority QC sample showed no obvious-exclude reversals.,L-Carnitine and Clomiphene Citrate for Induction of Ovulation in Women With Polycystic Ovary Syndrome,INTERVENTIONAL,COMPLETED,2017-11-01,2018-03-26,2018-03-26,106,Ain Shams University,oral clomiphene citrate; oral carnitine supplementation,Egypt,False,18 Years,35 Years,FEMALE,Polycystic Ovary Syndrome,obvious_exclude,high,
NCT03484611,exclude,validated_obvious_exclude_stratum,No individual adjudication recorded; retained as an obvious exclude after the predefined Sol audit and 25-study low-priority QC sample showed no obvious-exclude reversals.,Prediction of Metaphase II Oocytes According to Different Levels of Serum AMH in Poor Responders Using the Antagonist Protocol,INTERVENTIONAL,UNKNOWN,2013-01,2018-04-02,2018-04-02,179,Cairo University,GnRH antagonist; Gonadotropins; Human chorionic gonadotropin; Embryo transfer; Progesterone,Egypt,False,20 Years,45 Years,FEMALE,Invitro Fertilizaion,obvious_exclude,high,
NCT03516747,exclude,recorded_adjudication,Human confirmation: the study concerns parathyroid hormone measurement for localization of pathological parathyroid glands before surgery; PTH is unrelated to GAHT and no TGD population is defined.,Preoperational Fine Needle Aspiration of Pathological Parathyroid Gland,INTERVENTIONAL,WITHDRAWN,2018-06-09,2018-05-04,2022-04-11,0,"HaEmek Medical Center, Israel",pre operative parathyroid hormone level measurement; pre operative parathyroid cytology; parathyroid hormone level measurement; parathyroid cytology,Israel,False,18 Years,99 Years,ALL,Parathyroid Adenoma; Hypercalcemia,obvious_exclude,high,agree_obvious_exclude
NCT03528135,exclude,recorded_adjudication,"Human confirmation: the registered population is young sexual-minority men and the intervention targets HIV risk, minority stress, substance use, and sexual behavior; there is no explicitly defined TGD population or GAHT research component.",Project PRIDE (Promoting Resilience In Discriminatory Environments),INTERVENTIONAL,COMPLETED,,,2022-05-25,17,,Project PRIDE,,False,18 Years,25 Years,ALL,Human Immunodeficiency Virus; Sexually Transmitted Infections; Anxiety; Depression; Substance Use Disorders,obvious_exclude,high,agree_obvious_exclude
